Year,Section,Content
1956,Event Summary,"On May 2nd, twenty-five Giants and twenty-three Cubs participated in a seventeen-inning marathon setting a Major League record for the most player appearances in a single game. New York eventually prevailed over Chicago 6-5 as both teams combined to intentionally walk eleven batters (another Major League record) with the home team ""Cubbies"" contributing seven."
1956,Event Summary,Dale Long of the Pittsburgh Pirates connected against the Brooklyn Dodgers' Carl Erskine at Forbes Field on May 28thfor his eighth home run in as many games. His consecutive record for round trippers would stand for thirty-one years until New York Yankee Don Mattingly finally equaled it in 1987.
1956,Event Summary,"Despite losing 13-6 to the St. Louis Cardinals on July 21st, the Brooklyn Dodgers' Junior Gilliam made twelve assists at second base to set a modern Major League record, while team captain Pee Wee Reese tallied his two-thousandth Major League hit - one of only five active players to reach the plateau."
1956,Event Summary,The Major League owners voted to establish the Cy Young Memorial Award for outstanding pitcher of the year. Don Newcombe of the Brooklyn Dodgers (who won the 1949 Rookie of the Year Award) became the first recipient and also went on to win the National League Most Valuable Player title.
1956,Event Summary,"Pitching legend Satchel Paige signed a new contract with the Birmingham Black Barons (Negro League) at age fifty to both play and manage. His frequent successful duels against such barnstorming Major Leaguers as Babe Ruth, Rogers Hornsby, and Bob Feller helped boost the credibility of black baseball and established him as one of the greatest aces ever to take the mound."
1956,Event Summary,"Former National Football League tackle (New York Giants) turned American League umpire Frank Umont became the first Major League official to wear glasses while calling a game. Many fans hoped that it would start a ""trend"" across the league as many umpires had been accused of needing spectacles."
1956,Event Summary,"The National Braille Press presented Boston Red Sox manager Pinky Higgins with their 1956 schedule, printed in Braille for the first time. All other Major League teams would soon follow with Braille printed season calendars for the sight impaired."
1956,Event Summary,"""(Mickey) Mantle's got more power than any hitter I ever saw - including the Babe."" - Yankee Coach Bill Dickey on April 17, 1956"
1956,Event Summary,←1955| 1956 Hitting Statistics League Leaders |1957→
1956,Event Summary,←1955| 1956 Pitching Statistics League Leaders |1957→
1956,Event Summary,1956 All-Star Game| 1956 Team Standings |1956 World Series
1956,Event Summary,Hitting Statistics League Leaderboard
1956,Event Summary,Pitching Statistics League Leaderboard
1956,Event Summary,"There might not be an official record for the most wildlookingpitches, but on May 20, 1956, Washington Senators' pitcherChuck Stobbswould have probably qualified for the top ten when he uncorked a wild one that landed 17 rows into the stands and closer to first base than home plate! After the game Stobbs told reporters, ""I wanted to dig a hole and hide under the mound."""
1956,Event Summary,"On May 30, 1956,Mickey Mantlehit the legendary 600+ foot home run in Yankee Stadium. On the mound wasPedro Ramosof the Washington Senators who had a 2-2 count with Mantle batting left-handed and two men on base. The next pitched was crushed and it traveled 370 feet away, 117 feet high, and approximately 18 inches away from clearing the right field facade - which would have allowed it to become the first and only pitch to literally leave Yankee Stadium."
1956,Event Summary,"Other notable dates in 1956 include: July 14 -Mel Parnell'sno-hitter, July 17 -Ted Williams'400th career home run, August 23 -Nellie Fox7-for-7 at the plate, September 9 -Bob Feller Dayin Cleveland, and September 11 -Bob Lemon's200th career victory."
1957,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1957,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1957,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1957,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1957,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1957,Event Summary,"President Dwight D. Eisenhower deployed Federal troops to uphold the integration of public schools in Little Rock, Arkansas after local authorities refused to implement court-ordered desegregation. Little Rock Mayor Woodrow Mann had sent the President a telegram asking for assistance in maintaining order and completing the integration process. The President responded by sending 1,000 members of the 101stAirborne Division and federalizing the 10,000-man Arkansas National Guard. On September 25th, nine black students finally entered Central High School under Army escort."
1957,Event Summary,Ted Williams set an American League record after being intentionally walked thirty-three times during the regular season. It was the highest American League total since the league had started compiling the statistic in 1955.
1957,Event Summary,"On June 2nd, New York Yankees ace Whitey Ford fanned six batters in a row to tie an American League record as he shut out the Chicago White Sox 3-0."
1957,Event Summary,"Bob Keegan of the Chicago White Sox tossed the only no-no of the season (in either league) on August 20th, shutting down the Washington Senators who were going to lose 99 games and finish forty-three games out of first."
1957,Event Summary,"On August 17th, Richie Ashburn of the Phillies proved that lightning could strike twice after hitting spectator Alice Roth twice in the same at bat. The first foul struck the wife of Earl Roth, sports editor at the Philadelphia Bulletin in the face and the second hit her body while she was being removed from her seat on a stretcher. Mrs. Roth went on to the hospital to be treated for a broken nose and Philadelphia went on beat the New York Giants 3-1."
1957,Event Summary,The Brooklyn Dodgers tied a National League record on August 24thafter using eight pitchers during a single game. The expanded rotation failed miserably as the first-place Milwaukee Braves dominated the entire bullpen for a 13-7 massacre. The Dodgers' Johnny Podres surrendered three home runs in the fourth and Hammerin' Hank Aaron added insult to injury with the first grand slam of his career. The St. Louis Cardinals also tied the record on September 21stwhile losing 9-8 (in ten innings) against the Cincinnati Reds.
1957,Event Summary,Milwaukee Braves' ace Warren Spahn hurled the forty-first shutout of his career during an 8-0 victory over the Chicago Cubs on September 3rd setting a new National League record for left-handed pitchers.
1957,Event Summary,"The Dodgers became the first Major League baseball team to own their own plane after they purchased a forty-four passenger, twin-engine airliner for $775,000 to transport the club during the season."
1957,Event Summary,"The Associated Press named Philadelphia Phillies pitcher Jack Sanford as its National League Rookie of the Year and the Milwaukee Braves' Henry Aaron as the 1957 National League Most Valuable Player with two-hundred thirty-nine votes. Stan Musial of the St. Louis Cardinals was a close second with two-hundred thirty. On the American League side, Tony Kubek of the Yankees was elected the American League Rookie of the Year and teammate Mickey Mantle edged out Red Sox rival Ted Williams two-hundred thirty-three to two-hundred nine votes to win the American League Most Valuable Player Award."
1957,Event Summary,"After the Minor Leagues threatened to sue Major League Baseball if Sunday games were televised in their territory, the Columbia Broadcasting System (CBS) announced that it would not broadcast any big league match-ups at the time a Minor League game was scheduled."
1957,Event Summary,"New York City Mayor Robert Wagner formed an exclusive four-member committee to find a National League ""replacement team"" for the vacating Dodgers and Giants."
1957,Event Summary,"""If thirteen major league teams can come up with colored players, why can't the other three?"" - Jackie Robinson (1957 retirement comment about Philadelphia, Boston & Detroit)"
1957,Event Summary,←1956| 1957 Hitting Statistics League Leaders |1958→
1957,Event Summary,←1956| 1957 Pitching Statistics League Leaders |1958→
1957,Event Summary,1957 All-Star Game| 1957 Team Standings |1957 World Series
1957,Event Summary,Hitting Statistics League Leaderboard
1957,Event Summary,Pitching Statistics League Leaderboard
1957,Event Summary,"On April 18, 1957, rookieRoger Marisof the Cleveland Indians hit his first Major League home run - a grand slam in the eleventh inning that propelled his club over the Tigers in Detroit 8-3."
1957,Event Summary,"On June 13, 1957,Ted Williamshit three home runs during a game for the second time during the same season (the first came on May 8, 1957). Did you know that he was the first American League player to accomplish this slugging feat?"
1957,Event Summary,"On August 10, 1957,Mickey Mantledisplayed his power in Baltimore's Memorial Stadium by becoming the first player to hit a ball, which traveled an estimated distance of four-hundred sixty feet, over the center field hedge."
1958,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1958,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1958,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1958,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1958,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1958,Event Summary,"The United States launched its first satellite ""Explorer I"" into orbit around the earth. The launch was in response to the Soviets who had successfully launched their first satellite ""Sputnik"" one year earlier."
1958,Event Summary,U.S. Troops landed in Lebanon for the first time after President Eisenhower ordered approximately five-thousand U.S. Marines deployed to help maintain order after a revolt in Iraq resulted in the ouster of the pro-Western Lebanese government.
1958,Event Summary,"Pan Am introduced the first 707 trans-Atlantic jet service on October 27, when its first 707 airliner, christened the ""Clipper America"", took off for Paris, France from New York."
1958,Event Summary,"Cleveland Indian Vic Power became the first American League player since 1927 to steal home twice in the same game. The crafty first baseman first stole home in the eighth inning, then again in the tenth giving the Indians a 10-9 win over the Detroit Tigers."
1958,Event Summary,Two walks and a hit batsman are all that Jim Bunning allowed as he won his sixth game in seven decisions and tossed the only American League no hitter of the season on July 20.
1958,Event Summary,"Boston's Ted Williams hit the 17thgrand slam of his career (along with a three-run home run) during an 11-8 win over the Detroit Tigers on July 29th. The bases-loaded-round-tripper tied the Red Sox slugger for 2ndplace with Babe Ruth and moved him within six of the all-time leader, Lou Gehrig."
1958,Event Summary,"Tragedy struck the Los Angeles Dodgers after catcher Roy Campanella was involved in a serious auto accident on Long Island. Although he survived suffering a broken neck, his spinal column was nearly severed and his legs were permanently paralyzed."
1958,Event Summary,"On May 11th, the St. Louis Cardinals set a National League record by using ten pinch hitters during a regulation double-header. Despite walking fourteen batters in game one, The ""Redbirds"" managed to top the Chicago Cubs 8-7 and followed in game two with another 6-5 win. Despite the lengthy line-up, Stan Musial remained the Cardinals biggest threat at the plate and posted a home run and four singles to come within two hits of three-thousand. Amazingly, the Cards would tie their own record two months later against the Pittsburgh Pirates on July 13th."
1958,Event Summary,"Milwaukee Braves ace Warren Spahn became the first lefty to win twenty or more games, nine times, after beating the St. Louis Cardinals 8-2 on September 13th. (Eddie Plank and Lefty Grove, each won twenty games, eight times)."
1958,Event Summary,Baseball Commissioner Ford Frick announced that the players and coaches (rather than the fans) would elect their line-ups for the All-Star Game.
1958,Event Summary,"""Teddy Ballgame"" aka Ted Williams, signed a whopping $135,000 contract extension with the Boston Red Sox making him the highest paid player (to date) in the history of Major League Baseball. Later that season he became only the 10thplayer ever to get one-thousand extra-base hits."
1958,Event Summary,"Decades before the premiere of ESPN or the YES Network, the New York Yankees announced that they would televise an unprecedented one-hundred forty games during the 1958 season. The Philadelphia Phillies followed several days later agreeing to broadcast seventy-eight games in the New York City area."
1958,Event Summary,"Starting this season, all American League hitters were required to wear batting helmets."
1958,Event Summary,"""Do you have any observations with reference to the application of the antitrust laws to baseball?"" - Senator Kefauver ""My views are just about the same as Casey's (Stengel)."" - Mickey Mantle"
1958,Event Summary,←1957| 1958 Hitting Statistics League Leaders |1959→
1958,Event Summary,←1957| 1958 Pitching Statistics League Leaders |1959→
1958,Event Summary,1958 All-Star Game| 1958 Team Standings |1958 World Series
1958,Event Summary,Hitting Statistics League Leaderboard
1958,Event Summary,Pitching Statistics League Leaderboard
1958,Event Summary,"On June 26, 1958, the Cleveland Indians fired managerBobby Braganfor performance issues and replaced him at the helm withJoe Gordon. During the announcement the General Manager, Frank Lane, said to Bragan, ""Bobby, I don't know how we're going to get along without you, but starting tomorrow we're going to try."""
1958,Event Summary,"On July 9, 1958, Senator William Langer askedCasey Stengelif the New York Yankees were going to continue monopolizing the World Championship. The legendary response from Stengel was, ""I got a little concern yesterday in the first three innings when I saw the three players I had gotten rid of and I said when I lost nine what am I going to do and when I had a couple of my players. I thought so great of that did not do so good up to the sixth inning I was more confused, but I finally had to go and call on a young man in Baltimore that we don't own and the Yankees don't own him, and he is doing pretty good, and I would actually have to tell you that I think we are more the Greta Garbo type no from success."""
1958,Event Summary,In 1958Vic Powerof the Cleveland Indians stole ONLY two bases. Both of those steals occurred on the 14th of August and both were from third to home plate including one during the tenth inning that scored the winning run versus the Detroit Tigers.
1959,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1959,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1959,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1959,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1959,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1959,Event Summary,"The United States expanded its borders as both Alaska and Hawaii were officially admitted to the Union. Despite an overwhelming vote by Alaskans in 1956, it took more than two years for the Senate to finally agree to make Alaska the forty-ninth state. On March 18, 1959, President Dwight D. Eisenhower added Hawaii, the Aloha State, and commissioned a new fifty star U.S. Flag."
1959,Event Summary,"Rock and Roll Hall of Famers Buddy Holly, the Big Bopper (J.P. Richardson), and Ritchie Valens died when their Beechcraft plane crashed just outside Clear Lake, Iowa, during a stormy winter night. Holly was famous for many hits including ""Peggy Sue."" The Big Bopper had one big hit, ""Chantilly Lace."" And Valens was best known for his hit, ""La Bamba."" The tragic accident was penned in the papers as ""The Day the Music Died""."
1959,Event Summary,"Scandal rocked America's most popular Game Show ""Twenty-One"" after former champion Herbert Stempel confessed to being given the answers to questions, told which questions to miss, and coached in presentation. After he blew the whistle, public outrage was so great that in 1959 Congress opened hearings on the great American quiz show fix and later formally outlawed all future quiz show deceptions."
1959,Event Summary,The Boston Red Sox remained as the only Major League team not to include minority players in its line-up. The National Association for the Advancement of Colored People filed a grievance against the franchise charging them with racial discrimination and calling for an official investigation into the team's signing policies.
1959,Event Summary,"Chicago White Sox second baseman Nellie Fox managed five hits in seven at bats on Opening Day (including a two-run home run off pitcher Don Mossi to win the game) during a fourteen-inning, 9-7 victory over the Detroit Tigers. His five hits in a season opener tied a Major League record that would not be matched for forty years."
1959,Event Summary,Cleveland's Rocky Colavito hit four consecutive home runs at Baltimore's Memorial Stadium en route to an 11-8 victory over the home team Orioles. The Indian slugger joined Lou Gehrig and Bobby Lowe as the only Major League players ever to hit four consecutive round-trippers.
1959,Event Summary,"On May 26, Pirates ace Harvey Haddix pitched a perfect game against Milwaukee for twelve innings, only to lose in the 13th. After Felix Mantilla managed to reach base on a fielding error, Hank Aaron was intentionally walked. Pittsburgh's strategy proved meaningless though as Joe Adcock maintained the Braves newfound momentum with a three-run blast for the comeback win. The following day National League President Warren Giles ruled that the final score should be amended to 1-0, since both runners Henry Aaron and Joe Adcock were both ruled out. (Aaron had been called for leaving the field during play, and Adcock had passed him in the base path.)"
1959,Event Summary,"Seven pitchers combined to tie a National League record with twenty-three strikeouts during a May 31 outing between the St. Louis Cardinals and Los Angeles Dodgers. Sandy Koufax led the effort with nine ""K's"" for the 5-3 win."
1959,Event Summary,"The San Francisco Giants and Chicago Cubs set a new record for the longest nine-inning game in history after playing for three hours and fifty minutes. The home team finally won the ""marathon at Wrigley"" with a score of 20-9 after tallying nineteen hits and five home runs."
1959,Event Summary,"The Rules Committee finally permitted inter-league trading for a limited, three-and-a-half-week period during Major League Baseball's winter meetings."
1959,Event Summary,"The Players Association fired lawyer J. Norman Lewis and replaced him with Judge Robert C. Cannon, the son of Wisconsin Congressman Raymond J. Cannon, who had attempted to unionize the players during the 1920 season."
1959,Event Summary,"Controversy erupted over the American League batting title as the Cleveland Indians' Tito Francona finished the season with a league leading .363 average, but fell one at-bat short (three-hundred ninety-nine) of the required total (four-hundred). As a result, Harvey Kuenn of the Detroit Tigers was crowned the American League batting champion."
1959,Event Summary,"Washington D.C. Senator Estes Kefauver warned Major League Baseball that they were closely monitoring the ""attitudes of organized baseball"" toward the Continental League in an effort to prevent any antitrust issues."
1959,Event Summary,"""It takes all winter to train them (the insects which caused a 28 minute delay on June 2, 1959) and now, poof, on lousy bomb (fireworks) and they're all blown-up."" - White Sox owner Bill Veeck"
1959,Event Summary,←1958| 1959 Hitting Statistics League Leaders |1960→
1959,Event Summary,←1958| 1959 Pitching Statistics League Leaders |1960→
1959,Event Summary,1959 All-Star Game| 1959 Team Standings |1959 World Series
1959,Event Summary,Hitting Statistics League Leaderboard
1959,Event Summary,Pitching Statistics League Leaderboard
1959,Event Summary,"On June 10, 1958,Rocky ColavitojoinedLou Gehrigas only the second player in American League history to hitfour consecutive home runs during the same game."
1959,Event Summary,"On July 21, 1958, the Boston Red Sox became the last Major League team to break the color line - twelve years after the debut ofJackie Robinson. Follow the link if you do not remember the player's name OR if you want to see thefirst black Major League playerfor every Major League team."
1959,Event Summary,"Some significant hits during 1958 included: April 21 -Mickey Mantle's250th home run, June 2 -Ted Williams'2,500th career hit, and August 11 -Al Kaline's1,000th career hit."
1960,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1960,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1960,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1960,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1960,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1960,Event Summary,"The fifty-star Flag of the United States was officially dedicated on July 4. The newly expanded banner had been modified following the admission of the 50th state, Hawaii, on August 21, 1959 with an Executive Order filed by President Eisenhower providing the arrangement of nine rows of stars staggered horizontally and eleven rows staggered vertically."
1960,Event Summary,"President Eisenhower signed the Civil Rights Act of 1960 enabling federal judges to appoint referees to hear persons claiming that state election officials had denied minorities the right to register and vote. Though well intended, the statute proved ineffective, making it necessary for President Lyndon B. Johnson to persuade Congress to pass the Voting Rights Act in 1965."
1960,Event Summary,"John F. Kennedy, a first-ballot nominee, defeated Richard Nixon to become the youngest President ever elected in the United States. Winning by a narrow margin in the popular vote, Kennedy became the first Roman Catholic President and immediately set out to redeem his campaign pledge to get America moving again. His economic programs launched the country on its longest sustained expansion since World War II."
1960,Event Summary,"On Opening Day, ""Teddy Baseball"" (Ted Williams) tied the ""Iron Horse"" (Lou Gehrig) with the 493rd home run of his career. The 500' blast in his first at-bat remained the only bright moment for Boston as the Washington Senators' Camilo Pascual struck out 11 Red Sox batters on the way to a 10-1 victory. Williams hit number 500 later that season with a 3-1 win over the Cleveland Indians on June 17."
1960,Event Summary,American League Most Valuable Player Roger Maris debuted as a New York Yankee against the Boston Red Sox with 2 home runs and 4 RBIs en route to an 8-4 win at Fenway Park.
1960,Event Summary,Baltimore Orioles catcher Clint Courtney became the first at his position to complete 2 career unassisted double plays during a 5-3 loss to the New York Yankees.
1960,Event Summary,George Crowe of the St. Louis Cardinals hit four-pinch homers for a Major League career record of fourteen.
1960,Event Summary,"Baseball's greatest defensive player became baseball's greatest offensive player with a single at-bat during the Pittsburgh Pirates versus New York Yankees World Series. After being statistically dominated by their American League rivals for six outings, the National League champions found themselves with their backs against the wall at Forbes Field for Game 7. Stats mattered little in the end though as second baseman Bill Mazeroski stepped up to the plate (in the bottom of the ninth) and delivered a desperate, bases-empty home run for the 10-9 victory and the first Pirates World Championship in thirty-five years."
1960,Event Summary,"The Los Angeles Dodgers set an all-time National League record for attendance with 2,253,887 coming out to the Coliseum."
1960,Event Summary,"Bill Veeck became the first to break uniform tradition after putting the names of his players on the backs of their Chicago White Sox jerseys. In reaction, the rest of the league's teams sent formal protests to the commissioner's office demanding that the names be removed. After hearing both sides, it was determined that each team would have the option to add their names or stay with the traditional number only."
1960,Event Summary,"Television icon Gene Autry attended the annual American League owners meeting while investigating possible broadcasting opportunities. After realizing Autry's true respect for the game of baseball as well as his political connections in California, American League President Joe Cronin nominated him for ownership. The result was the birth of the California Angels expansion franchise."
1960,Event Summary,"The Sporting News named Boston Red Sox icon Ted Williams as their ""Player of the Decade"" for the 1950s."
1960,Event Summary,The last remaining chapter in the Negro Leagues disbanded after a steady decline in talent due to the inclusion and rapid growth of African-American players in the Major Leagues.
1960,Event Summary,"""They examined all my organs. Some of them are quite remarkable and others are not so good. A lot of museums are bidding for them."" - Casey Stengel"
1960,Event Summary,←1959| 1960 Hitting Statistics League Leaders |1961→
1960,Event Summary,←1959| 1960 Pitching Statistics League Leaders |1961→
1960,Event Summary,1960 All-Star Game| 1960 Team Standings |1960 World Series
1960,Event Summary,Hitting Statistics League Leaderboard
1960,Event Summary,Pitching Statistics League Leaderboard
1960,Event Summary,"Ted Williamshit some interesting home runs in 1960 including: June 17, when he joined the500 Home Runs Club; September 2, when he hit a home run offDon Lee- the son of pitcherThornton Leewho Williams hit a home run off of twenty years earlier; and September 26, when Williams hit ahome run in his final major league at-bat."
1960,Event Summary,"On April 19, 1960,Roger Marismade his debut in a New York Yankees uniform and responded in style with four hits, four runs batted in, and two home runs."
1960,Event Summary,"On September 10, 1960,Mickey Mantlehit a home run over the right-field roof at Tiger Stadium. Did you know that this was the third time during his career where he cleared the roof at Tiger Stadium and the first time the ball cleared Trumbull Avenue?"
1961,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1961,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1961,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1961,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1961,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1961,Event Summary,"A new American based humanitarian organization called the ""Peace Corps"" was started at the insistence President John F. Kennedy. The program encouraged young people, most just out of college, to volunteer a year of their time to work as teachers, health care providers or other advisors for poor nations in Africa, Asia and South America."
1961,Event Summary,"The United States government pledged to increase its military presence to aid South Vietnam in the fight against the Viet Cong rebels. Although not ""officially engaged"" in a formal state of war, the new agreement provided increased funding for the Vietnamese army and more U.S. advisors in the field."
1961,Event Summary,"An unsuccessful attempt to overthrow the government of Cuban premier Fidel Castro by United States-backed rebels took place in April. An invasion force consisting of approximately 1,500 Cuban exiles, armed with U.S. weapons, landed at the Bahia de Cochinos (Bay of Pigs) on the south coast hoping to find support from the local population. Within hours, most were wiped out by Castro's own troops or taken prisoner for ransom. Acting President John F. Kennedy took full responsibility for the disaster, even though the plans had been put in place during the Eisenhower administration."
1961,Event Summary,New York's newly crowned single-season home run champion Roger Maris beat out Yankee teammate Mickey Mantle by 4 votes for the American League Most Valuable Player Award.
1961,Event Summary,"On September 15, the New York Yankees also broke the all-time home run record (for a team) with 223 round-trippers. The combined franchise mark had been previously held by the 1947 New York Giants and the 1956 Cincinnati Reds."
1961,Event Summary,Baltimore Orioles slugger Jim Gentile tied Ernie Banks' Major League record for most grand slams in a season after hitting his 5th off of the Chicago White Sox' Don Larsen.
1961,Event Summary,"On September 15, Los Angeles Dodgers ace Sandy Koufax set down 10 Milwaukee Braves bringing his season total to 243 — a National League record for left-handed pitchers. The New York Giants' Rube Marquard had held the National League lefty record previously after fanning 237 in 1911."
1961,Event Summary,"The San Francisco Giants set a new precedent for Major League salaries after signing Willie Mays to an $85,000 contract — the highest in their history and the most paid to any player in 1961."
1961,Event Summary,"The National League's newest franchise was officially christened as the ""Mets"" after New York fans were asked to vote on a list of finalists submitted by mail. Other names selected for the ballot included the ""Burros"", ""Skyliners"", ""Rebels"" and ""Skyscrapers""."
1961,Event Summary,"Political tensions between the United States and Cuba initially prevented all Cuban players, including Minnie Minoso of the Chicago White Sox and Camilo Pascual and Pedro Ramos of the Minnesota Twins, from returning to the U.S. for the 1961 season. After several negotiations, a high-ranking foreign ministry official finally permitted their unconditional return."
1961,Event Summary,"""The M&M Boys"" (Mickey Mantle and Roger Maris) became THE single most important story in the 1961 season as both New York Yankee teammates raced to beat Babe Ruth's single-season homerun record of sixty. After going head-to-head for several months, Mantle fell out of the race due to a serious hip infection that required hospitalization. Maris pressed on and finally topped ""The Bambino"" during the final game of the season with number 61 off Tracy Stallard of the Boston Red Sox. Baseball Commissioner Ford Frick ruled that Maris' record would be recorded with an asterisk in the books, making it a separate and distinctive record due to the new one-hundred sixty-two game schedule. Years later, acting Commissioner Fay Vincent reversed the ruling, ""removing the asterisk"" and recognizing Maris as an official record-breaker."
1961,Event Summary,"In response to the rash of home runs around the league, both American League President Joe Cronin and National League President Warren Giles agreed to order tests to determine if the ""1961 baseball"" was ""livelier"" than those of past seasons. The investigation conducted by technologists at Foster D. Snell Inc. concluded that the ball was slightly larger and several ounces lighter than the one used by Babe Ruth in the 1920s."
1961,Event Summary,"""I really believe that the sixty-one homers was the greatest feat in baseball history."" - Mickey Mantle"
1961,Event Summary,←1960| 1961 Hitting Statistics League Leaders |1962→
1961,Event Summary,←1960| 1961 Pitching Statistics League Leaders |1962→
1961,Event Summary,1961 All-Star Game| 1961 Team Standings |1961 World Series
1961,Event Summary,Hitting Statistics League Leaderboard
1961,Event Summary,Pitching Statistics League Leaderboard
1961,Event Summary,"Did you know thatsixty-first home runball hit byRoger Marison October 1st in Yankee Stadium landed in Box 163D, Section 33? The historic ball was retrieved by Sal Durante who won a trip to Sacramento, a trip to Seattle World's Fair, and received $5,000 for the ball."
1961,Event Summary,"Norm Cashof the Detroit Tigers led the American League with nineteen intentional bases on balls.Johnny Blanchard,Mickey Mantle, andBill Skowronled the New York Yankees with nine each.Roger Maris, who batted after Mantle, led the league in runs scored, runs batted in, home runs, and total bases yet he did not receive a single intentional pass during 1961."
1961,Event Summary,"On July 17, 1961, former Tiger superstarTy Cobbdied in Emory University Hospital in Atlanta, Georgia.Mickey Cochrane,Nap Rucker, andRay Schalkwere the only former Major League players to attend his funeral."
1962,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1962,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1962,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1962,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1962,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1962,Event Summary,"After hearing the case of Engel vs. Vitale, the Supreme Court ruled that state-sponsored prayer in schools was unconstitutional. Although prayer was not outlawed in school entirely (only school-sponsored prayer) the decision ignited a controversy that has continued unabated until today."
